City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
476,werdau,DE,2021-11-29 22:04:27,50.7333,12.3833,34.9,84,100,11.95,light snow,0.0,0
477,corinto,GR,2021-11-29 22:02:55,37.9407,22.9573,62.69,67,4,23.87,clear sky,0.0,0
478,cairns,AU,2021-11-29 22:04:29,-16.9167,145.7667,85.06,85,83,6.91,broken clouds,0.0,0
479,margate,GB,2021-11-29 22:01:10,51.3813,1.3862,40.03,76,77,1.99,broken clouds,0.0,0
480,rawson,AR,2021-11-29 22:00:23,-43.3002,-65.1023,62.02,52,1,13.38,clear sky,0.0,0
481,nome,US,2021-11-29 22:04:05,64.5011,-165.4064,-5.73,54,1,8.05,clear sky,0.0,0
482,manhattan,US,2021-11-29 22:04:02,40.7834,-73.9662,40.89,56,75,4.61,broken clouds,0.0,0
483,bontang,ID,2021-11-29 22:04:33,0.1333,117.5,75.07,89,97,4.14,overcast clouds,0.0,0
484,port townsend,US,2021-11-29 22:04:33,48.117,-122.7605,60.17,96,90,7.0,overcast clouds,0.0,0
485,ilulissat,GL,2021-11-29 22:04:34,69.2167,-51.1,32.02,86,90,2.3,light snow,0.0,0
486,bo phloi,TH,2021-11-29 22:04:34,14.3236,99.5161,72.5,75,100,10.09,overcast clouds,0.0,0
487,krasnoselkup,RU,2021-11-29 22:04:35,65.7,82.4667,6.33,96,100,9.93,light snow,0.0,0
488,yelovo,RU,2021-11-29 22:04:35,57.0538,54.9207,34.07,92,100,13.42,overcast clouds,0.0,0
489,mocuba,MZ,2021-11-29 22:04:36,-16.8392,36.9856,66.97,77,9,2.35,clear sky,0.0,0
490,zhuhai,CN,2021-11-29 22:00:12,22.2769,113.5678,71.06,68,0,18.41,clear sky,0.0,0
491,san quintin,MX,2021-11-29 22:04:37,30.4833,-115.95,69.57,54,0,11.36,clear sky,0.0,0
492,gornozavodsk,RU,2021-11-29 22:04:38,58.3758,58.3211,31.15,98,100,4.94,overcast clouds,0.0,0
493,waipawa,NZ,2021-11-29 22:00:36,-41.4122,175.5153,61.45,86,100,2.75,moderate rain,0.0,0
494,drexel heights,US,2021-11-29 22:04:39,32.1412,-111.0284,81.91,17,1,4.0,clear sky,0.0,0
495,maine-soroa,NE,2021-11-29 22:04:39,13.2114,12.0241,75.65,13,8,9.78,clear sky,0.0,0
496,sergiyevsk,RU,2021-11-29 22:04:40,53.9413,51.165,33.53,83,100,18.7,overcast clouds,0.0,0
497,ibra,OM,2021-11-29 22:04:40,22.6906,58.5334,63.84,89,0,1.12,clear sky,0.0,0
498,gaoua,BF,2021-11-29 22:04:41,10.2992,-3.2508,80.87,16,100,4.03,overcast clouds,0.0,0
499,sinnamary,GF,2021-11-29 22:04:42,5.3833,-52.95,78.66,88,100,7.16,overcast clouds,0.0,0
500,comodoro rivadavia,AR,2021-11-29 22:04:42,-45.8667,-67.5,71.46,21,0,12.66,clear sky,0.0,0
501,sept-iles,CA,2021-11-29 22:04:07,50.2001,-66.3821,27.05,79,43,1.99,scattered clouds,0.0,0
502,tiarei,PF,2021-11-29 22:04:43,-17.5333,-149.3333,84.0,78,98,16.75,light rain,0.0,0
503,asau,RO,2021-11-29 22:04:44,46.4333,26.4,36.75,84,25,5.41,scattered clouds,0.0,0
504,lakatoro,VU,2021-11-29 22:04:44,-16.0999,167.4164,83.68,71,79,7.16,heavy intensity rain,0.0,0
505,kavaratti,IN,2021-11-29 22:04:45,10.5669,72.642,80.89,79,91,12.39,overcast clouds,0.0,0
506,benxi,CN,2021-11-29 22:04:45,41.2886,123.765,25.12,96,100,6.11,snow,0.0,0
507,fortuna,US,2021-11-29 22:04:46,40.5982,-124.1573,61.41,100,75,3.44,broken clouds,0.0,0
508,port-gentil,GA,2021-11-29 22:04:46,-0.7193,8.7815,80.11,84,100,14.67,overcast clouds,0.0,0
509,kremenchuk,UA,2021-11-29 22:04:47,49.0973,33.4197,47.62,78,100,19.24,overcast clouds,0.0,0
510,constantine,DZ,2021-11-29 22:04:47,36.365,6.6147,44.33,90,99,3.11,overcast clouds,0.0,0
511,petropavlovsk-kamchatskiy,RU,2021-11-29 22:02:59,53.0452,158.6483,19.99,93,90,13.42,shower snow,0.0,0
512,prozor,BA,2021-11-29 22:04:48,43.8222,17.6092,31.1,96,100,7.43,light snow,0.0,0
513,aksu,CN,2021-11-29 22:04:49,41.1231,80.2644,23.7,52,52,1.41,broken clouds,0.0,0
514,portland,US,2021-11-29 22:02:13,45.5234,-122.6762,60.73,92,90,1.01,light intensity drizzle,0.0,0
515,dali,CN,2021-11-29 22:04:50,25.7,100.1833,44.01,86,51,2.77,broken clouds,0.0,0
516,conceicao do araguaia,BR,2021-11-29 22:04:50,-8.2578,-49.2647,76.19,90,100,1.01,overcast clouds,0.0,0
517,hanstholm,DK,2021-11-29 22:04:51,57.1167,8.6167,32.68,95,100,20.02,light snow,0.0,0
518,chake chake,TZ,2021-11-29 22:04:51,-5.2459,39.7666,77.77,87,91,6.08,light rain,0.0,0
519,samarai,PG,2021-11-29 22:04:52,-10.6167,150.6667,83.8,78,29,7.9,scattered clouds,0.0,0
520,nushki,PK,2021-11-29 22:00:51,29.5542,66.0215,56.53,32,88,4.47,overcast clouds,0.0,0
521,ulaangom,MN,2021-11-29 22:04:54,49.9811,92.0667,9.07,86,95,4.47,overcast clouds,0.0,0
522,terrace,CA,2021-11-29 22:04:14,54.5163,-128.6035,31.91,100,90,2.3,snow,0.0,0
523,christchurch,NZ,2021-11-29 22:04:55,-43.5333,172.6333,63.91,76,90,4.0,overcast clouds,0.0,0
524,harper,LR,2021-11-29 22:04:55,4.375,-7.7169,79.83,78,100,6.38,overcast clouds,0.0,0
525,morro bay,US,2021-11-29 22:04:56,35.3658,-120.8499,85.24,49,0,1.99,clear sky,0.0,0
526,zelenets,RU,2021-11-29 22:04:56,61.8849,50.7489,10.65,97,100,5.91,overcast clouds,0.0,0
527,quang ngai,VN,2021-11-29 22:03:55,15.1167,108.8,73.33,96,100,13.11,overcast clouds,0.0,0
528,igarka,RU,2021-11-29 22:04:58,67.4667,86.5833,-2.04,97,100,11.81,light snow,0.0,0
529,sidney,AU,2021-11-29 22:03:19,-33.8679,151.2073,69.62,82,75,1.01,broken clouds,0.0,0
530,beringovskiy,RU,2021-11-29 22:04:59,63.05,179.3167,6.22,95,99,7.27,overcast clouds,0.0,0
531,vallenar,CL,2021-11-29 22:04:59,-28.5708,-70.7581,74.8,37,0,7.05,clear sky,0.0,0
532,atascadero,US,2021-11-29 22:05:00,35.4894,-120.6707,82.35,25,0,3.0,clear sky,0.0,0
533,rehoboth,NA,2021-11-29 22:05:00,-23.3167,17.0833,67.35,17,0,8.1,clear sky,0.0,0
534,kachug,RU,2021-11-29 22:05:01,53.9606,105.8817,14.88,94,100,3.06,overcast clouds,0.0,0
535,udachnyy,RU,2021-11-29 22:03:07,66.4167,112.4,-34.4,100,99,2.86,overcast clouds,0.0,0
536,kargopol,RU,2021-11-29 22:05:03,61.5071,38.9456,13.95,94,100,11.97,light snow,0.0,0
537,brzesko,PL,2021-11-29 22:05:03,49.9691,20.6061,35.26,85,92,8.01,overcast clouds,0.0,0
538,inta,RU,2021-11-29 22:05:04,66.0317,60.1659,6.94,96,98,8.16,overcast clouds,0.0,0
539,bindi,SL,2021-11-29 22:04:05,9.9167,-11.45,75.0,43,77,0.65,broken clouds,0.0,0
540,zyryanka,RU,2021-11-29 22:05:05,65.75,150.85,-22.94,100,100,1.54,overcast clouds,0.0,0
541,bahia blanca,AR,2021-11-29 22:05:06,-38.7196,-62.2724,69.19,44,0,12.35,clear sky,0.0,0
542,ambon,ID,2021-11-29 22:05:06,-3.6954,128.1814,81.68,78,98,5.66,overcast clouds,0.0,0
543,yangambi,CD,2021-11-29 22:05:07,0.8102,24.4336,70.5,99,100,1.81,light rain,0.0,0
544,vestmanna,FO,2021-11-29 22:05:07,62.1564,-7.1664,34.72,64,75,5.75,broken clouds,0.0,0
545,alfredo baquerizo moreno,EC,2021-11-29 22:05:08,-1.9167,-79.5167,85.71,45,98,5.91,light rain,0.0,0
546,kathu,TH,2021-11-29 22:05:09,7.9178,98.3332,73.22,87,100,6.89,overcast clouds,0.0,0
547,panaba,MX,2021-11-29 22:05:09,21.2833,-88.2667,80.42,63,86,13.69,overcast clouds,0.0,0
548,laguna,US,2021-11-29 22:01:45,38.421,-121.4238,75.15,59,1,1.99,clear sky,0.0,0
549,baherden,TM,2021-11-29 22:05:11,38.4362,57.4316,53.78,46,41,1.1,scattered clouds,0.0,0
550,andenes,NO,2021-11-29 22:05:11,69.3143,16.1194,24.78,74,20,14.97,few clouds,0.0,0
551,veraval,IN,2021-11-29 22:05:12,20.9,70.3667,73.94,45,67,12.41,broken clouds,0.0,0
552,port blair,IN,2021-11-29 22:05:12,11.6667,92.75,79.81,78,95,9.95,overcast clouds,0.0,0
553,sarai naurang,PK,2021-11-29 22:01:06,32.8259,70.7814,61.23,34,100,2.53,overcast clouds,0.0,0
554,pacific grove,US,2021-11-29 22:01:03,36.6177,-121.9166,79.43,66,0,1.01,clear sky,0.0,0
555,sagua la grande,CU,2021-11-29 22:05:14,22.8067,-80.0756,76.19,61,24,9.08,few clouds,0.0,0
556,richards bay,ZA,2021-11-29 22:05:15,-28.783,32.0377,69.55,94,19,5.61,few clouds,0.0,0
557,monte alto,BR,2021-11-29 22:05:15,-21.2611,-48.4964,77.83,67,74,6.04,light rain,0.0,0
558,iisalmi,FI,2021-11-29 22:05:16,63.5592,27.1907,14.02,83,100,9.55,overcast clouds,0.0,0
559,beloha,MG,2021-11-29 22:05:16,-25.1667,45.05,67.78,87,1,11.45,clear sky,0.0,0
560,inhambane,MZ,2021-11-29 22:05:17,-23.865,35.3833,72.79,77,0,10.83,clear sky,0.0,0
561,areia branca,BR,2021-11-29 22:05:18,-4.9561,-37.1369,80.96,79,37,21.45,scattered clouds,0.0,0
562,lodja,CD,2021-11-29 22:05:18,-3.4833,23.4333,68.68,96,100,1.54,overcast clouds,0.0,0
563,sovetskaya gavan,RU,2021-11-29 22:05:19,48.9723,140.2878,16.86,82,100,3.31,overcast clouds,0.0,0
564,sistranda,NO,2021-11-29 22:05:19,63.7256,8.834,27.9,65,100,12.24,light snow,0.0,0
565,muisne,EC,2021-11-29 22:05:20,0.6,-80.0333,76.08,80,95,10.02,overcast clouds,0.0,0
566,benguela,AO,2021-11-29 22:05:21,-12.5763,13.4055,77.7,79,100,4.43,light rain,0.0,0
567,novoilinsk,RU,2021-11-29 22:05:21,51.6829,108.7143,19.02,91,99,9.37,overcast clouds,0.0,0
568,homer,US,2021-11-29 22:05:22,59.6425,-151.5483,19.27,79,90,19.57,light snow,0.0,0
569,ayna,PE,2021-11-29 22:05:22,-12.65,-73.9167,68.85,66,100,2.35,overcast clouds,0.0,0
570,shelburne,CA,2021-11-29 22:05:23,44.0787,-80.2041,29.75,93,75,6.44,broken clouds,0.0,0
571,hammerfest,NO,2021-11-29 22:05:23,70.6634,23.6821,14.45,73,0,17.27,clear sky,0.0,0
572,verkhnevilyuysk,RU,2021-11-29 22:05:24,63.4453,120.3167,-11.45,98,100,2.55,overcast clouds,0.0,0
573,makakilo city,US,2021-11-29 22:04:40,21.3469,-158.0858,79.12,72,90,10.36,light intensity drizzle,0.0,0
574,magdagachi,RU,2021-11-29 22:05:25,53.45,125.8,0.52,96,54,2.39,broken clouds,0.0,0
575,changli,CN,2021-11-29 22:05:26,39.7042,119.1506,32.32,87,44,6.31,scattered clouds,0.0,0
576,seddon,AU,2021-11-29 22:05:27,-37.8068,144.8916,78.62,52,0,11.5,clear sky,0.0,0
577,yining,CN,2021-11-29 22:05:28,29.0361,114.5636,46.38,68,76,4.41,broken clouds,0.0,0
578,sivaki,RU,2021-11-29 22:05:28,52.6333,126.75,6.39,98,100,2.04,overcast clouds,0.0,0
579,rossosh,RU,2021-11-29 22:05:29,51.1209,38.5116,54.46,81,100,25.21,overcast clouds,0.0,0
580,jacareacanga,BR,2021-11-29 22:04:00,-6.2222,-57.7528,81.81,76,100,0.56,overcast clouds,0.0,0
581,buluang,PH,2021-11-29 22:05:30,13.3068,123.3425,75.33,91,100,2.35,overcast clouds,0.0,0
582,sainte-anne-des-monts,CA,2021-11-29 22:05:31,49.124,-66.4924,26.22,79,100,2.44,overcast clouds,0.0,0
583,malampaka,TZ,2021-11-29 22:05:31,-3.1333,33.5333,72.0,67,85,4.43,overcast clouds,0.0,0
584,jibuti,DJ,2021-11-29 22:01:00,11.5,42.5,72.18,60,16,10.25,few clouds,0.0,0
585,kalevala,RU,2021-11-29 22:05:32,65.2,31.1667,11.52,91,100,7.14,overcast clouds,0.0,0
586,andros town,BS,2021-11-29 22:05:33,24.7,-77.7667,73.36,60,84,13.15,broken clouds,0.0,0
587,portsmouth,GB,2021-11-29 22:01:24,50.799,-1.0913,44.98,92,98,1.01,overcast clouds,0.0,0
588,mlonggo,ID,2021-11-29 22:05:34,-6.5333,110.7,76.89,82,99,4.14,moderate rain,0.0,0
589,alirajpur,IN,2021-11-29 22:05:34,22.3031,74.3546,65.16,46,100,7.72,overcast clouds,0.0,0
590,aktash,RU,2021-11-29 22:05:35,50.3,87.7333,0.77,82,58,3.78,broken clouds,0.0,0
591,wanning,CN,2021-11-29 22:05:36,18.8003,110.3967,66.72,83,10,10.87,clear sky,0.0,0
592,madingou,CG,2021-11-29 22:05:36,-4.1536,13.55,73.29,97,100,2.75,overcast clouds,0.0,0
593,jhang,PK,2021-11-29 22:05:37,33.6748,72.6963,54.57,46,100,3.74,overcast clouds,0.0,0
594,garowe,SO,2021-11-29 22:05:37,8.4054,48.4845,70.72,58,29,9.93,scattered clouds,0.0,0
595,kjollefjord,NO,2021-11-29 22:05:38,70.9457,27.3465,17.38,73,55,25.32,broken clouds,0.0,0
596,songjianghe,CN,2021-11-29 22:05:39,42.1859,127.479,24.75,96,100,4.56,snow,0.0,0
597,sechura,PE,2021-11-29 22:05:40,-5.5569,-80.8222,75.2,58,65,18.25,broken clouds,0.0,0
598,tateyama,JP,2021-11-29 22:05:40,34.9833,139.8667,42.82,68,30,14.58,scattered clouds,0.0,0
599,dondo,MZ,2021-11-29 22:05:41,-19.6094,34.7431,66.58,84,0,4.36,clear sky,0.0,0
600,delta del tigre,UY,2021-11-29 22:05:41,-34.7633,-56.3853,66.61,82,90,20.71,mist,0.0,0
601,liverpool,GB,2021-11-29 22:01:06,53.4106,-2.9779,49.68,91,75,8.01,broken clouds,0.0,0
602,pisco,PE,2021-11-29 22:05:42,-13.7,-76.2167,69.85,68,0,21.85,clear sky,0.0,0
603,hervey bay,AU,2021-11-29 22:05:43,-25.2986,152.8535,79.02,93,97,4.0,overcast clouds,0.0,0
604,salamiyah,SY,2021-11-29 22:05:44,35.0113,37.0532,63.88,47,100,9.57,overcast clouds,0.0,0
605,vargashi,RU,2021-11-29 22:05:44,55.3556,65.8467,16.07,88,31,6.04,scattered clouds,0.0,0
606,bodinayakkanur,IN,2021-11-29 22:05:45,10.0167,77.35,71.65,95,98,3.51,moderate rain,0.0,0
607,avera,US,2021-11-29 22:05:45,33.194,-82.5271,55.27,40,4,3.69,clear sky,0.0,0
608,sarospatak,HU,2021-11-29 22:05:47,48.3167,21.5833,33.51,96,98,3.58,light snow,0.0,0
609,auki,SB,2021-11-29 22:04:14,-8.7676,160.7034,83.53,72,97,3.36,overcast clouds,0.0,0
610,mount kisco,US,2021-11-29 22:05:48,41.2043,-73.7271,40.08,69,78,1.01,broken clouds,0.0,0
611,namibe,AO,2021-11-29 22:05:49,-15.1961,12.1522,73.29,62,11,4.14,few clouds,0.0,0
612,ovre ardal,NO,2021-11-29 22:05:49,61.3167,7.8,18.48,94,100,6.02,light snow,0.0,0
613,predivinsk,RU,2021-11-29 22:05:50,57.0669,93.4378,22.62,87,100,7.92,overcast clouds,0.0,0
614,ploemeur,FR,2021-11-29 22:05:50,47.7333,-3.4333,43.39,88,90,2.3,overcast clouds,0.0,0
615,darhan,MN,2021-11-29 22:05:51,49.4867,105.9228,8.22,89,23,6.31,few clouds,0.0,0
616,balykshi,KZ,2021-11-29 22:05:52,47.0667,51.8667,35.6,75,0,15.66,clear sky,0.0,0
617,yilan,TW,2021-11-29 22:05:52,24.757,121.753,72.82,99,46,3.58,scattered clouds,0.0,0
618,blagodatnoye,RU,2021-11-29 22:05:53,45.3997,42.5867,59.92,59,84,12.06,broken clouds,0.0,0
619,kudahuvadhoo,MV,2021-11-29 22:05:55,2.6708,72.8944,81.93,75,97,15.61,overcast clouds,0.0,0
620,sao felix do xingu,BR,2021-11-29 22:05:55,-6.6447,-51.995,75.88,90,91,2.15,moderate rain,0.0,0
621,sao gotardo,BR,2021-11-29 22:05:56,-19.3111,-46.0489,70.92,67,86,2.35,overcast clouds,0.0,0
622,sarangani,PH,2021-11-29 22:05:56,5.4033,125.4636,81.68,77,100,9.4,overcast clouds,0.0,0
623,naberera,TZ,2021-11-29 22:05:57,-4.2,36.9333,64.51,88,98,7.14,light rain,0.0,0
624,amahai,ID,2021-11-29 22:05:57,-3.3333,128.9167,79.43,85,100,1.3,overcast clouds,0.0,0
625,kayes,ML,2021-11-29 22:05:58,14.0,-11.0,84.29,17,12,6.91,few clouds,0.0,0
626,mamallapuram,IN,2021-11-29 22:05:59,12.6264,80.1722,81.05,85,100,9.15,overcast clouds,0.0,0
627,maarianhamina,AX,2021-11-29 22:06:00,60.0973,19.9348,24.66,74,90,8.05,overcast clouds,0.0,0
628,kedougou,SN,2021-11-29 22:06:01,12.5579,-12.1743,81.21,23,65,0.65,broken clouds,0.0,0
629,goderich,CA,2021-11-29 22:06:02,43.7501,-81.7165,34.92,71,99,10.54,overcast clouds,0.0,0
630,okhotsk,RU,2021-11-29 22:06:03,59.3833,143.3,-12.59,87,16,18.28,few clouds,0.0,0
631,huilong,CN,2021-11-29 22:06:04,31.8111,121.655,54.03,84,100,20.96,overcast clouds,0.0,0
632,marawi,PH,2021-11-29 22:06:05,7.9986,124.2928,65.64,94,73,2.04,broken clouds,0.0,0
633,baruun-urt,MN,2021-11-29 22:06:06,46.6806,113.2792,7.83,82,12,10.09,few clouds,0.0,0
634,westport,US,2021-11-29 22:06:07,41.1415,-73.3579,40.32,69,1,1.99,clear sky,0.0,0
635,itigi,TZ,2021-11-29 22:06:07,-5.7,34.4833,67.68,80,97,5.77,overcast clouds,0.0,0
636,vikhorevka,RU,2021-11-29 22:06:08,56.1201,101.1636,15.39,96,100,3.29,overcast clouds,0.0,0
637,novorudnyy,RU,2021-11-29 22:06:09,51.5026,58.1873,12.09,79,32,1.81,scattered clouds,0.0,0
638,boralday,KZ,2021-11-29 22:06:09,43.3578,76.8594,21.06,86,20,2.24,mist,0.0,0
639,nemuro,JP,2021-11-29 22:06:10,43.3236,145.575,45.09,82,61,4.45,broken clouds,0.0,0
640,magdalena,PH,2021-11-29 22:06:10,14.1999,121.429,78.42,96,96,3.02,overcast clouds,0.0,0
641,mayahi,NE,2021-11-29 22:06:10,13.9553,7.6712,73.9,11,8,9.86,clear sky,0.0,0
642,coihueco,CL,2021-11-29 22:07:03,-36.6167,-71.8333,77.74,29,20,8.05,few clouds,0.0,0
643,manzanillo,CU,2021-11-29 22:07:04,20.3433,-77.1167,77.36,74,97,5.57,overcast clouds,0.0,0
644,huarmey,PE,2021-11-29 22:07:04,-10.0681,-78.1522,69.58,79,45,9.86,scattered clouds,0.0,0
645,primorsk,UA,2021-11-29 22:07:05,46.7348,36.3443,50.77,90,100,18.34,overcast clouds,0.0,0
646,lavrentiya,RU,2021-11-29 22:07:05,65.5833,-171.0,-11.43,91,6,8.39,clear sky,0.0,0
647,hadejia,NG,2021-11-29 22:07:06,12.4498,10.0444,75.09,14,10,10.04,clear sky,0.0,0
648,hay river,CA,2021-11-29 22:07:06,60.8156,-115.7999,-10.03,94,32,5.35,scattered clouds,0.0,0
649,trinidad,BO,2021-11-29 22:07:07,-14.8333,-64.9,73.38,100,90,6.91,heavy intensity rain,0.0,0
650,swellendam,ZA,2021-11-29 22:07:07,-34.0226,20.4417,63.84,69,33,5.23,scattered clouds,0.0,0
651,yeppoon,AU,2021-11-29 22:07:08,-23.1333,150.7333,76.78,78,49,9.51,scattered clouds,0.0,0
652,bhawanipatna,IN,2021-11-29 22:07:08,19.9,83.1667,60.01,62,39,0.81,scattered clouds,0.0,0
653,virginia beach,US,2021-11-29 22:07:07,36.8529,-75.978,47.01,51,20,11.5,few clouds,0.0,0
654,tretten,NO,2021-11-29 22:06:02,61.3142,10.3007,16.12,89,100,4.07,overcast clouds,0.0,0
655,sao jose da coroa grande,BR,2021-11-29 22:07:10,-8.8978,-35.1478,79.77,81,61,12.84,broken clouds,0.0,0
656,gijon,ES,2021-11-29 22:07:10,43.5357,-5.6615,54.81,89,99,3.0,overcast clouds,0.0,0
657,yaan,NG,2021-11-29 22:07:11,7.3833,8.5667,80.67,39,25,6.11,scattered clouds,0.0,0
658,dhidhdhoo,MV,2021-11-29 22:10:07,6.8833,73.1,79.11,85,98,16.69,heavy intensity rain,0.0,0
659,den helder,NL,2021-11-29 22:10:07,52.9599,4.7593,44.98,68,90,23.0,overcast clouds,0.0,0
660,peniche,PT,2021-11-29 22:10:08,39.3558,-9.3811,55.09,72,99,7.02,overcast clouds,0.0,0
661,santa cruz,BO,2021-11-29 22:10:08,-17.8,-63.1667,69.01,88,100,2.68,overcast clouds,0.0,0
662,chapais,CA,2021-11-29 22:10:09,49.7834,-74.8492,17.38,97,100,2.46,overcast clouds,0.0,0
663,chapleau,CA,2021-11-29 22:10:10,47.8405,-83.4034,21.0,95,100,1.25,overcast clouds,0.0,0
664,bezhanitsy,RU,2021-11-29 22:10:11,56.9767,29.8907,36.19,100,100,4.52,overcast clouds,0.0,0
665,birjand,IR,2021-11-29 22:10:12,32.8663,59.2211,49.55,49,1,4.25,clear sky,0.0,0
666,mahabad,IR,2021-11-29 22:10:13,36.7631,45.7222,46.58,68,4,2.62,clear sky,0.0,0
667,olinda,BR,2021-11-29 22:10:14,-8.0089,-34.8553,82.13,74,40,8.05,scattered clouds,0.0,0
668,glen allen,US,2021-11-29 22:05:43,37.666,-77.5064,45.18,46,1,5.01,clear sky,0.0,0
669,abha,SA,2021-11-29 22:10:15,18.2164,42.5053,52.05,43,0,0.0,clear sky,0.0,0
670,ambilobe,MG,2021-11-29 22:10:16,-13.2,49.05,74.35,84,28,5.86,scattered clouds,0.0,0
671,ayorou,NE,2021-11-29 22:10:17,14.7308,0.9174,80.13,10,100,8.03,overcast clouds,0.0,0
672,labuan,MY,2021-11-29 22:10:17,5.2767,115.2417,73.56,72,100,2.75,light rain,0.0,0
673,vrangel,RU,2021-11-29 22:10:18,42.7297,133.0839,38.26,67,100,10.18,overcast clouds,0.0,0
674,tynda,RU,2021-11-29 22:10:19,55.1667,124.7167,-11.02,99,35,2.24,scattered clouds,0.0,0
675,bellavista,PE,2021-11-29 22:10:19,-7.0561,-76.5911,83.48,62,93,1.12,overcast clouds,0.0,0
676,haines junction,CA,2021-11-29 22:10:20,60.7522,-137.5108,2.84,98,100,1.79,overcast clouds,0.0,0
677,gavrilov posad,RU,2021-11-29 22:10:20,56.5597,40.1175,39.54,98,100,14.61,overcast clouds,0.0,0
678,trofors,NO,2021-11-29 22:10:21,65.5333,13.4063,29.55,94,100,4.43,overcast clouds,0.0,0
679,fontanafredda,IT,2021-11-29 22:10:21,45.9736,12.5691,39.49,75,10,5.1,clear sky,0.0,0
680,aykhal,RU,2021-11-29 22:10:22,66.0,111.5,-26.91,100,96,3.87,overcast clouds,0.0,0
